,county,median_family,median_household,n_households,per_capita,population,state
1202,Hamilton,"$58,135","$43,589","6,395","$24,510","15,486",Iowa
1203,Hamilton,"$51,953","$43,357","1,076","$24,510","2,645",Kansas
1204,Monroe,"$56,887","$45,997","3,361","$24,508","8,010",Iowa
1205,Clay,"$57,236","$45,233","3,407","$24,503","8,500",Kansas
1206,Rock,"$55,625","$43,500",666,"$24,501","1,436",Nebraska
1207,Buffalo,"$58,708","$47,384","5,777","$24,500","13,466",Wisconsin
1208,Bay,"$57,295","$47,461","67,561","$24,498","170,704",Florida
1209,Flagler,"$53,823","$47,233","35,647","$24,497","97,301",Florida
1210,Cuming,"$58,654","$47,500","3,822","$24,496","9,095",Nebraska
1211,Dorchester,"$62,753","$53,857","50,321","$24,495","139,802",South Carolina
1212,Winnebago,"$58,536","$47,072","113,449","$24,495","293,384",Illinois
1213,Jackson,"$56,474","$46,467","8,479","$24,493","19,737",Iowa
1214,Jones,"$60,290","$51,497","10,384","$24,485","28,650",Georgia
1215,Susquehanna,"$57,595","$48,231","17,163","$24,477","42,948",Pennsylvania
1216,Scott,"$61,563","$49,669","2,113","$24,471","5,288",Illinois
1217,Shelby,"$60,234","$51,440","17,171","$24,459","44,511",Indiana
1218,Yates,"$60,271","$49,335","9,602","$24,457","25,293",New York
1219,Benton,"$64,694","$52,200","15,359","$24,453","38,756",Minnesota
1220,Stark,"$57,381","$45,641","150,003","$24,453","375,348",Ohio
1221,Wayne,"$69,696","$52,147","3,401","$24,448","9,499",Nebraska
1222,Androscoggin,"$57,444","$44,921","44,006","$24,442","107,634",Maine
1223,,"$56,288","$44,874","1,707,852","$24,442","4,567,968",
1224,Georgetown,"$51,852","$40,131","23,115","$24,437","60,280",South Carolina
1225,White Pine,"$63,982","$48,586","3,357","$24,435","10,023",Nevada
1226,Prince George,"$70,566","$63,074","10,848","$24,434","36,462",Virginia
1227,Carlton,"$63,548","$53,016","13,789","$24,434","35,398",Minnesota
1228,Fergus,"$52,473","$38,344","4,924","$24,429","11,517",Montana
1229,Polk,"$62,802","$52,808","28,239","$24,426","75,930",Oregon
1230,,"$54,779","$44,298","2,475,195","$24,409","6,402,387",
1231,Des Moines,"$53,237","$42,451","16,993","$24,408","40,301",Iowa
1232,Faulkner,"$65,155","$50,314","42,413","$24,401","115,928",Arkansas
1233,Jackson,"$53,254","$44,005","83,140","$24,378","205,117",Oregon
1234,Vanderburgh,"$58,352","$43,540","73,963","$24,378","180,233",Indiana
1235,Antrim,"$53,125","$45,362","9,731","$24,370","23,504",Michigan
1236,Pepin,"$58,770","$47,701","3,085","$24,367","7,417",Wisconsin
1237,Coos,"$53,813","$41,985","14,531","$24,367","32,520",New Hampshire
1238,St. Clair,"$58,697","$48,066","64,379","$24,357","161,865",Michigan
1239,Calcasieu,"$55,484","$43,499","73,726","$24,355","193,528",Louisiana
1240,Colorado County,"$55,408","$45,146","8,079","$24,348","20,776",Texas
1241,Morgan,"$62,224","$46,809","13,926","$24,337","35,424",Illinois
1242,Marshall,"$51,779","$40,681","14,042","$24,329","32,840",West Virginia
1243,Jack,"$64,836","$49,038","2,972","$24,325","9,012",Texas
1244,Sioux,"$67,067","$57,227","11,623","$24,324","34,050",Iowa
1245,Boise,"$55,586","$41,056","2,994","$24,324","6,944",Idaho
1246,Sherman,"$57,115","$42,639",827,"$24,314","1,865",Oregon
1247,Clark,"$60,754","$50,496","42,502","$24,312","111,221",Indiana
1248,Otsego,"$56,823","$47,584","9,818","$24,312","24,127",Michigan
1249,Bullitt,"$62,514","$54,836","27,874","$24,308","75,250",Kentucky
1250,Caddo,"$52,823","$41,053","98,554","$24,308","255,551",Louisiana
1251,Lavaca,"$54,765","$44,149","7,711","$24,299","19,351",Texas
1252,Jasper,"$67,259","$57,500","11,924","$24,297","33,398",Indiana
1253,Clark,"$55,434","$47,405","6,568","$24,296","16,284",Illinois
1254,Milwaukee,"$55,164","$43,193","379,637","$24,295","950,527",Wisconsin
1255,Ellis,"$63,712","$43,085","11,824","$24,291","28,746",Kansas
1256,Yamhill,"$62,284","$54,535","34,138","$24,290","99,802",Oregon
1257,Howard,"$55,582","$46,429","3,884","$24,286","9,560",Iowa
1258,Black Hawk,"$61,495","$45,747","52,276","$24,273","131,468",Iowa
1259,Louisa,"$57,545","$50,583","4,381","$24,272","11,348",Iowa
1260,Broadwater,"$49,362","$45,932","2,421","$24,270","5,666",Montana
1261,Wells,"$57,459","$48,136","10,904","$24,269","27,707",Indiana
1262,Craven,"$55,689","$47,141","39,931","$24,260","104,041",North Carolina
1263,Judith Basin,"$55,089","$41,932",879,"$24,260","2,043",Montana
1264,Rich,"$65,250","$50,000",664,"$24,258","2,279",Utah
1265,Gibson,"$61,861","$49,329","13,094","$24,258","33,514",Indiana
1266,Nez Perce,"$58,875","$46,503","16,019","$24,257","39,458",Idaho
1267,Bexar,"$58,289","$50,112","604,698","$24,253","1,753,238",Texas
1268,Ector,"$59,067","$51,466","49,962","$24,247","141,542",Texas
1269,Franklin,"$39,234","$32,372","3,311","$24,234","8,013",Mississippi
1270,Lane,"$56,605","$42,931","144,912","$24,224","353,382",Oregon
1271,Platte,"$60,814","$51,213","12,477","$24,219","32,350",Nebraska
1272,Adams,"$58,992","$45,073","26,912","$24,217","67,152",Illinois
1273,,"$56,464","$45,339","1,444,081","$24,208","3,785,742",
1274,Marshall,"$64,375","$46,597","1,683","$24,205","4,657",South Dakota
1275,Webster,"$57,137","$41,624","15,458","$24,203","37,626",Iowa
1276,Wabaunsee,"$65,417","$54,694","2,693","$24,199","7,050",Kansas
1277,Adams,"$64,611","$56,270","152,803","$24,195","452,030",Colorado
1278,Wyoming County,"$58,479","$48,482","10,992","$24,195","28,177",Pennsylvania
1279,Erie,"$58,451","$45,202","109,675","$24,189","280,518",Pennsylvania
1280,Lake,"$54,237","$45,035","117,250","$24,183","300,926",Florida
1281,Warren,"$56,410","$43,764","17,257","$24,179","41,429",Pennsylvania
1282,Garfield,"$53,572","$44,530","23,508","$24,177","60,956",Oklahoma
1283,Rush,"$52,727","$42,610","1,529","$24,175","3,233",Kansas
1284,Jasper,"$59,406","$52,233","3,904","$24,174","9,680",Illinois
1285,Schuyler,"$58,866","$46,976","7,684","$24,173","18,432",New York
1286,Leon,"$54,609","$44,452","6,349","$24,170","16,802",Texas
1287,Paulding,"$67,668","$61,837","47,881","$24,168","143,845",Georgia
1288,Washington County,"$61,494","$52,361","24,499","$24,168","63,237",New York
1289,Berkeley,"$59,373","$52,427","65,392","$24,165","184,366",South Carolina
1290,Otsego,"$60,526","$47,765","24,078","$24,165","62,029",New York
1291,Alleghany,"$59,384","$44,848","6,773","$24,162","16,240",Virginia
1292,Anderson,"$64,806","$52,646","8,323","$24,161","21,575",Kentucky
1293,Mercer,"$64,758","$52,535","15,851","$24,157","40,811",Ohio
1294,Kane,"$58,883","$48,540","3,077","$24,154","7,176",Utah
1295,Campbell,"$50,938","$35,729",679,"$24,152","1,435",South Dakota
1296,Hardin,"$58,565","$48,687","39,401","$24,147","106,211",Kentucky
1297,Allegan,"$59,509","$52,061","41,794","$24,140","111,742",Michigan
1298,Chickasaw,"$55,735","$43,971","5,364","$24,139","12,379",Iowa
1299,Mercer,"$58,533","$45,396","8,745","$24,138","21,313",Kentucky
1300,Pipestone,"$56,071","$46,019","3,924","$24,137","9,470",Minnesota
1301,Holt,"$53,578","$42,979","2,218","$24,127","4,771",Missouri
1302,Marion,"$52,417","$42,334","360,072","$24,124","912,242",Indiana
1303,,,,,"$24,122",,
1304,Holt,"$58,608","$44,427","4,469","$24,120","10,435",Nebraska
1305,Jackson,"$63,807","$54,546","5,273","$24,117","13,430",Kansas
1306,Marshall,"$60,501","$51,555","15,350","$24,117","40,800",Iowa
1307,Terrebonne,"$60,417","$49,960","39,279","$24,114","111,868",Louisiana
1308,Rock,"$58,835","$46,623","3,970","$24,101","9,601",Minnesota
1309,Wabash,"$61,412","$47,365","4,785","$24,096","11,848",Illinois
1310,Rock,"$60,120","$49,435","63,309","$24,094","160,345",Wisconsin
1311,Throckmorton,"$42,368","$39,286",758,"$24,086","1,623",Texas
1312,Franklin,"$63,675","$49,516","8,551","$24,085","23,042",Indiana
1313,Itasca,"$56,705","$46,912","18,862","$24,079","45,219",Minnesota
1314,Carroll,"$61,400","$46,002","3,613","$24,073","9,216",Missouri
1315,Howard,"$57,615","$43,590","34,544","$24,071","82,795",Indiana
1316,Gregg,"$56,869","$45,525","45,292","$24,064","122,258",Texas
1317,Stonewall,"$54,167","$42,429",578,"$24,063","1,363",Texas
1318,Huerfano,"$41,862","$33,298","3,059","$24,058","6,625",Colorado
1319,Wood,"$53,647","$42,287","35,569","$24,042","86,779",West Virginia
1320,Fremont,"$60,397","$50,418","15,425","$24,037","40,517",Wyoming
1321,Shelby,"$60,939","$50,427","18,311","$24,028","49,317",Ohio
1322,Kingman,"$58,299","$47,466","3,223","$24,026","7,860",Kansas
1323,Beadle,"$58,207","$42,196","7,343","$24,025","17,663",South Dakota
1324,Madison,"$65,696","$54,956","14,611","$24,014","43,221",Ohio
1325,Berrien,"$56,324","$43,633","60,414","$24,013","156,290",Michigan
1326,Wayne,"$58,934","$49,313","19,558","$24,005","52,212",Pennsylvania
1327,Grayson,"$57,313","$46,429","46,559","$24,003","121,292",Texas
1328,Horry,"$51,252","$42,431","113,490","$24,002","276,688",South Carolina
1329,Lemhi,"$53,709","$34,122","3,832","$23,998","7,853",Idaho
1330,Bosque,"$53,835","$44,742","7,012","$23,992","18,094",Texas
1331,Owen,"$60,356","$41,009","4,601","$23,991","10,807",Kentucky
1332,Pulaski,"$54,224","$44,312","14,875","$23,987","34,768",Virginia
1333,Livingston,"$66,664","$53,518","24,092","$23,978","65,087",New York
1334,Steuben,"$56,300","$48,080","13,514","$23,975","34,190",Indiana
1335,Mahoning,"$54,118","$41,058","98,201","$23,975","237,033",Ohio
1336,Volusia,"$53,086","$42,457","195,907","$23,973","496,268",Florida
1337,Curry,"$48,833","$39,516","10,355","$23,972","22,361",Oregon
1338,Hansford,"$57,703","$49,150","1,983","$23,969","5,566",Texas
1339,Custer,"$60,954","$39,541","1,870","$23,965","4,331",Idaho
1340,Beckham,"$60,852","$48,989","7,755","$23,959","22,715",Oklahoma
1341,Treasure,"$47,206","$37,105",332,"$23,948",711,Montana
1342,,"$55,058","$44,779","1,780,251","$23,943","4,679,602",
1343,Roane,"$52,729","$42,223","22,117","$23,936","53,765",Tennessee
1344,Lake,"$60,080","$49,035","182,080","$23,918","494,250",Indiana
1345,Christian,"$56,066","$45,145","14,138","$23,915","34,651",Illinois
1346,Custer,"$58,594","$43,524","4,986","$23,910","11,785",Montana
1347,Lapeer,"$60,597","$52,939","32,684","$23,907","88,323",Michigan
1348,Oconee,"$49,753","$41,394","30,106","$23,904","74,419",South Carolina
1349,Dickinson,"$58,884","$48,890","7,845","$23,895","19,734",Kansas
1350,Penobscot,"$56,155","$43,734","62,608","$23,895","153,649",Maine
1351,Pacific,"$50,919","$39,830","9,366","$23,888","20,781",Washington
1352,Lucas,"$55,295","$41,556","178,101","$23,885","439,511",Ohio
1353,Jackson,"$58,357","$48,943","50,007","$23,879","139,906",Mississippi
1354,Knox,"$59,561","$49,750","22,583","$23,878","60,925",Ohio
1355,Clay,"$54,762","$46,784","2,647","$23,876","6,469",Nebraska
1356,Blair,"$55,446","$42,992","51,433","$23,875","126,940",Pennsylvania
1357,,"$66,646","$58,821","886,770","$23,873","2,813,673",
1358,St. Clair,"$57,643","$50,786","31,353","$23,872","84,521",Alabama
1359,Crockett,"$57,050","$50,475","1,375","$23,872","3,840",Texas
1360,King and Queen,"$55,182","$48,372","2,863","$23,868","7,020",Virginia
1361,Gallatin,"$53,250","$40,330","2,369","$23,862","5,516",Illinois
1362,Elmore,"$65,479","$54,766","28,324","$23,856","79,895",Alabama
1363,Warren,"$60,772","$44,135","44,240","$23,853","115,438",Kentucky
1364,Pickaway,"$64,576","$54,003","19,167","$23,851","55,949",Ohio
1365,Sullivan,"$50,725","$39,479","66,239","$23,850","156,741",Tennessee
1366,Fulton,"$54,619","$44,276","22,611","$23,839","55,165",New York
1367,Greeley,"$55,909","$44,950","1,011","$23,833","2,507",Nebraska
1368,Grant,"$46,000","$35,051","3,319","$23,828","7,359",Oregon
1369,Columbia,"$50,956","$42,519","1,651","$23,814","4,027",Washington
1370,Washita,"$53,912","$46,686","4,630","$23,811","11,631",Oklahoma
1371,Robertson,"$60,073","$52,792","24,136","$23,809","66,623",Tennessee
1372,Walla Walla,"$59,108","$46,597","21,677","$23,809","59,092",Washington
1373,Perquimans,"$51,103","$43,709","5,437","$23,809","13,463",North Carolina
1374,Sawyer,"$46,831","$39,904","7,663","$23,809","16,542",Wisconsin
1375,Uintah,"$65,922","$62,067","11,007","$23,805","33,722",Utah
1376,Wichita,"$54,952","$53,018",877,"$23,799","2,231",Kansas
1377,Bay,"$55,652","$45,376","44,127","$23,799","107,312",Michigan
1378,Taylor,"$51,701","$43,804","2,764","$23,793","6,256",Iowa
1379,Marquette,"$61,103","$45,622","26,436","$23,789","67,358",Michigan
1380,Mahaska,"$59,173","$47,967","9,073","$23,788","22,428",Iowa
1381,Blount,"$56,626","$45,991","48,728","$23,788","123,722",Tennessee
1382,Butte,"$55,917","$43,752","84,816","$23,787","220,542",California
1383,Moultrie,"$55,610","$46,622","5,676","$23,786","14,869",Illinois
1384,Dinwiddie,"$58,543","$52,027","9,932","$23,781","27,977",Virginia
1385,Kankakee,"$61,559","$50,102","41,245","$23,779","112,991",Illinois
1386,Harvey,"$65,591","$50,287","13,287","$23,775","34,722",Kansas
1387,Lubbock,"$56,425","$44,397","105,277","$23,773","282,633",Texas
1388,Phillips,"$55,102","$43,059","2,388","$23,772","5,573",Kansas
1389,Dixon,"$57,946","$47,325","2,348","$23,769","5,953",Nebraska
1390,Rooks,"$53,029","$42,449","2,349","$23,768","5,189",Kansas
1391,Morgan,"$55,536","$44,800","46,192","$23,764","119,673",Alabama
1392,,"$54,513","$44,927","761,938","$23,763","2,069,706",
1393,Transylvania,"$51,702","$41,781","13,981","$23,757","32,894",North Carolina
1394,Morrison,"$60,155","$47,649","13,416","$23,753","33,118",Minnesota
1395,Colfax,"$61,841","$51,765","3,686","$23,751","10,495",Nebraska
1396,Cape Girardeau,"$57,604","$46,516","29,411","$23,751","76,322",Missouri
1397,Hayes,"$56,125","$49,125",477,"$23,749","1,142",Nebraska
1398,Pointe Coupee,"$59,064","$45,363","8,818","$23,742","22,736",Louisiana
1399,Elk,"$55,378","$45,767","13,478","$23,738","31,799",Pennsylvania
1400,Pasco,"$53,807","$43,888","182,707","$23,736","468,194",Florida
1401,Douglas,"$65,220","$52,741","7,509","$23,732","19,902",Illinois
1402,Pamlico,"$54,679","$43,853","5,146","$23,724","13,115",North Carolina
1403,Price,"$53,902","$42,644","6,776","$23,723","14,025",Wisconsin
1404,DeWitt,"$55,394","$46,454","6,948","$23,720","20,269",Texas
1405,Hancock,"$54,700","$43,925","8,101","$23,714","18,949",Illinois
1406,Tom Green,"$57,722","$44,545","42,286","$23,712","111,969",Texas
1407,Adams,"$56,552","$45,871","1,745","$23,707","3,973",Iowa
1408,Norman,"$59,103","$45,389","2,737","$23,707","6,753",Minnesota
1409,DeKalb,"$71,343","$53,375","37,844","$23,696","104,820",Illinois
1410,Tippecanoe,"$63,086","$44,246","66,667","$23,691","175,628",Indiana
1411,Lincoln,"$54,167","$40,811","1,414","$23,686","3,199",Kansas
1412,Nance,"$54,402","$44,286","1,534","$23,684","3,707",Nebraska
1413,Lyon,"$62,459","$52,152","4,425","$23,683","11,659",Iowa
1414,Columbia,"$56,917","$44,807","26,225","$23,681","67,021",Pennsylvania
1415,,"$54,362","$43,253","1,838,683","$23,680","4,799,277",
1416,Delaware County,"$56,427","$44,470","19,844","$23,677","47,491",New York
1417,Cheyenne,"$53,571","$37,875","1,343","$23,677","2,708",Kansas
1418,Nueces,"$54,483","$47,057","123,915","$23,671","344,257",Texas
1419,Shasta,"$54,222","$44,651","68,980","$23,670","177,966",California
1420,Bradford,"$56,198","$46,963","24,213","$23,667","62,624",Pennsylvania
1421,White,"$60,995","$51,444","9,541","$23,666","24,542",Indiana
1422,Armstrong,"$55,063","$45,241","28,525","$23,661","68,614",Pennsylvania
1423,Schuyler,"$58,547","$48,138","3,056","$23,656","7,490",Illinois
1424,Palo Pinto,"$51,399","$41,670","10,491","$23,655","28,017",Texas
1425,Cheyenne,"$63,938","$51,641",839,"$23,647","2,189",Colorado
1426,Cabell,"$52,300","$38,374","40,144","$23,647","96,604",West Virginia
1427,Hall,"$58,295","$50,853","61,220","$23,645","182,841",Georgia
1428,Spencer,"$64,930","$52,991","7,984","$23,641","20,960",Indiana
1429,Lafayette,"$65,057","$50,527","13,117","$23,637","33,188",Missouri
1430,Appomattox,"$59,252","$50,167","5,803","$23,636","15,054",Virginia
1431,Winkler,"$55,668","$48,992","2,709","$23,629","7,260",Texas
1432,Douglas,"$58,918","$52,691","46,295","$23,626","133,486",Georgia
1433,Fall River,"$58,910","$37,667","3,138","$23,624","7,001",South Dakota
1434,Richland,"$57,038","$44,070","6,620","$23,621","16,213",Illinois
1435,Cochise,"$55,120","$45,755","49,174","$23,608","131,038",Arizona
1436,Williamson,"$54,242","$43,125","26,819","$23,605","66,606",Illinois
1437,Sutter,"$57,129","$50,408","31,725","$23,602","94,787",California
1438,Riverside,"$63,378","$56,529","683,144","$23,591","2,228,528",California
1439,Caribou,"$63,545","$53,586","2,644","$23,586","6,867",Idaho
1440,Caledonia,"$54,941","$45,395","12,491","$23,584","31,157",Vermont
1441,Kiowa,"$46,015","$36,281","3,886","$23,576","9,389",Oklahoma
1442,Richardson,"$49,080","$38,582","3,779","$23,566","8,289",Nebraska
1443,Silver Bow,"$53,713","$38,659","15,042","$23,562","34,322",Montana
1444,Grand,"$62,627","$45,888","3,633","$23,558","9,269",Utah
1445,Cowlitz,"$56,810","$47,596","39,602","$23,557","102,110",Washington
1446,Marinette,"$53,495","$40,490","18,573","$23,555","41,632",Wisconsin
1447,Hitchcock,"$56,875","$39,702","1,366","$23,554","2,884",Nebraska
1448,Montgomery,"$66,800","$45,543","34,789","$23,548","94,910",Virginia
1449,Montezuma,"$49,245","$43,188","10,688","$23,548","25,512",Colorado
1450,Nelson,"$54,708","$43,833","16,571","$23,545","43,905",Kentucky
1451,Mason,"$57,662","$48,755","23,358","$23,542","60,647",Washington
1452,Humboldt,"$52,974","$41,426","53,296","$23,540","134,613",California
1453,Pender,"$53,740","$44,524","20,254","$23,526","53,412",North Carolina
1454,Greene,"$53,359","$40,337","115,574","$23,520","278,231",Missouri
1455,Cimarron,"$49,600","$38,301","1,067","$23,514","2,432",Oklahoma
1456,Lauderdale,"$55,673","$42,844","38,458","$23,510","92,666",Alabama
1457,St. Joseph,"$56,861","$44,582","101,947","$23,509","266,694",Indiana
1458,Golden Valley,"$50,938","$39,313",323,"$23,508",709,Montana
1459,Lee,"$61,629","$43,542","55,864","$23,506","144,405",Alabama
1460,Aurora,"$56,389","$46,667","1,102","$23,504","2,722",South Dakota
1461,Grady,"$57,046","$49,637","19,762","$23,500","52,855",Oklahoma
1462,Shawano,"$54,485","$46,559","17,245","$23,500","41,776",Wisconsin
1463,Page,"$57,784","$43,010","6,415","$23,496","15,838",Iowa
1464,Washington County,"$55,505","$42,834","25,029","$23,496","61,600",Ohio
1465,Pierce,"$63,243","$42,975","1,983","$23,491","4,399",North Dakota
1466,Marquette,"$55,060","$46,077","6,453","$23,490","15,308",Wisconsin
1467,Giles,"$54,697","$45,141","7,167","$23,485","17,111",Virginia
1468,Lafayette,"$59,593","$49,107","6,605","$23,483","16,841",Wisconsin
1469,Goshen,"$51,882","$43,257","5,255","$23,475","13,458",Wyoming
1470,Northampton,"$52,742","$33,635","5,149","$23,473","12,339",Virginia
1471,Clarke,"$59,972","$43,216","3,672","$23,472","9,311",Iowa
1472,,"$54,279","$43,036","1,694,996","$23,462","4,361,333",
1473,Rockdale,"$58,441","$52,579","29,317","$23,461","85,650",Georgia
1474,Cheatham,"$61,433","$52,446","14,421","$23,459","39,213",Tennessee
1475,Monroe,"$61,851","$49,774","17,543","$23,456","44,953",Wisconsin
1476,Cottonwood,"$55,081","$45,294","4,802","$23,456","11,658",Minnesota
1477,Escambia,"$55,382","$43,918","111,689","$23,441","300,795",Florida
